# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Sun Jul 18 12:14:25 2021
#
# User preference: *
#
# COLUMN pl_name:        Planet Name
# COLUMN discoverymethod: Discovery Method
# COLUMN disc_year:      Discovery Year
# COLUMN disc_pubdate:   Discovery Publication Date
# COLUMN disc_facility:  Discovery Facility
# COLUMN st_mass:        Stellar Mass [Solar mass]
# COLUMN glat:           Galactic Latitude [deg]
# COLUMN glon:           Galactic Longitude [deg]
# COLUMN sy_dist:        Distance [pc]
#
pl_name,discoverymethod,disc_year,disc_pubdate,disc_facility,st_mass,glat,glon,sy_dist
HD 22781 b,Radial Velocity,2011,2012-02,Haute-Provence Observatory,0.75,-18.56736,160.07235,32.6034000
HD 23079 b,Radial Velocity,2001,2002-05,Anglo-Australian Telescope,1.10,-49.65310,264.32032,33.4591000
HD 23079 b,Radial Velocity,2001,2002-05,Anglo-Australian Telescope,1.01,-49.65310,264.32032,33.4591000
HD 23079 b,Radial Velocity,2001,2002-05,Anglo-Australian Telescope,1.12,-49.65310,264.32032,33.4591000
HD 23127 b,Radial Velocity,2006,2007-05,Anglo-Australian Telescope,1.21,-46.48356,273.94190,93.8555000
HD 23127 b,Radial Velocity,2006,2007-05,Anglo-Australian Telescope,1.13,-46.48356,273.94190,93.8555000
HD 23127 b,Radial Velocity,2006,2007-05,Anglo-Australian Telescope,1.42,-46.48356,273.94190,93.8555000
HD 231701 b,Radial Velocity,2007,2007-11,W. M. Keck Observatory,1.14,-1.21527,52.17526,108.8770000
HD 231701 b,Radial Velocity,2007,2007-11,W. M. Keck Observatory,1.21,-1.21527,52.17526,108.8770000
HD 231701 b,Radial Velocity,2007,2007-11,W. M. Keck Observatory,1.52,-1.21527,52.17526,108.8770000
HD 233604 b,Radial Velocity,2013,2013-06,McDonald Observatory,1.50,41.83189,163.93545,847.0580000
HD 233832 b,Radial Velocity,2018,2019-01,Roque de los Muchachos Observatory,0.71,61.62913,152.16702,58.7420000
HD 233832 b,Radial Velocity,2018,2019-01,Roque de los Muchachos Observatory,0.82,61.62913,152.16702,58.7420000
HD 23472 b,Transit,2019,2019-02,Transiting Exoplanet Survey Satellite (TESS),,-44.84798,277.02690,39.0341000
HD 23472 b,Transit,2019,2019-02,Transiting Exoplanet Survey Satellite (TESS),0.75,-44.84798,277.02690,39.0341000
HD 23472 c,Transit,2019,2019-02,Transiting Exoplanet Survey Satellite (TESS),0.75,-44.84798,277.02690,39.0341000
HD 23472 c,Transit,2019,2019-02,Transiting Exoplanet Survey Satellite (TESS),,-44.84798,277.02690,39.0341000
HD 23596 b,Radial Velocity,2003,2003-11,Haute-Provence Observatory,1.16,-10.90020,155.55181,52.0018000
HD 23596 b,Radial Velocity,2003,2003-11,Haute-Provence Observatory,1.10,-10.90020,155.55181,52.0018000
HD 23596 b,Radial Velocity,2003,2003-11,Haute-Provence Observatory,1.47,-10.90020,155.55181,52.0018000
HD 238090 b,Radial Velocity,2020,2020-11,Multiple Observatories,0.58,61.72135,134.94219,15.2354000
HD 238914 b,Radial Velocity,2018,2018-05,Multiple Observatories,1.47,24.70122,88.75118,519.4520000
HD 240210 b,Radial Velocity,2009,2009-12,McDonald Observatory,0.82,-3.18494,109.49387,372.4050000
HD 240237 b,Radial Velocity,2011,2012-01,McDonald Observatory,8.76,-2.50297,110.52101,933.3770000
HD 240237 b,Radial Velocity,2011,2012-01,McDonald Observatory,1.69,-2.50297,110.52101,933.3770000
HD 24040 b,Radial Velocity,2006,2007-03,W. M. Keck Observatory,1.11,-27.78104,172.29324,46.6224000
HD 24040 b,Radial Velocity,2006,2007-03,W. M. Keck Observatory,1.18,-27.78104,172.29324,46.6224000
HD 24040 b,Radial Velocity,2006,2007-03,W. M. Keck Observatory,1.03,-27.78104,172.29324,46.6224000
HD 24040 b,Radial Velocity,2006,2007-03,W. M. Keck Observatory,1.18,-27.78104,172.29324,46.6224000
HD 24040 b,Radial Velocity,2006,2007-03,W. M. Keck Observatory,1.10,-27.78104,172.29324,46.6224000
HD 24040 c,Radial Velocity,2021,2021-05,Multiple Observatories,1.10,-27.78104,172.29324,46.6224000
HD 24064 b,Radial Velocity,2015,2015-12,Bohyunsan Optical Astronomical Observatory,1.61,15.65308,134.81493,300.2470000
HD 24064 b,Radial Velocity,2015,2015-12,Bohyunsan Optical Astronomical Observatory,1.00,15.65308,134.81493,300.2470000
HD 24085 b,Radial Velocity,2019,2019-06,Las Campanas Observatory,1.22,-40.50147,284.95295,54.9004000
HD 25015 b,Radial Velocity,2019,2019-05,La Silla Observatory,0.86,-47.04317,214.13004,37.4330000
HD 25171 b,Radial Velocity,2010,2011-03,La Silla Observatory,1.08,-42.28983,278.80477,55.6146000
HD 25171 b,Radial Velocity,2010,2011-03,La Silla Observatory,1.09,-42.28983,278.80477,55.6146000
HD 26161 b,Radial Velocity,2021,2021-05,Multiple Observatories,1.13,-14.60813,164.95600,40.9128000
HD 2638 b,Radial Velocity,2005,2005-08,La Silla Observatory,0.77,-68.03566,108.54273,54.9621000
HD 2638 b,Radial Velocity,2005,2005-08,La Silla Observatory,0.93,-68.03566,108.54273,54.9621000
HD 2685 b,Transit,2019,2019-05,Transiting Exoplanet Survey Satellite (TESS),1.43,-40.74999,304.65803,196.8520000
HD 2685 b,Transit,2019,2019-05,Transiting Exoplanet Survey Satellite (TESS),,-40.74999,304.65803,196.8520000
HD 26965 b,Radial Velocity,2018,2018-10,Multiple Observatories,0.78,-38.06334,200.76332,5.0354500
HD 27442 b,Radial Velocity,2000,2001-07,Anglo-Australian Telescope,1.23,-42.56321,270.20525,18.2704000
HD 27442 b,Radial Velocity,2000,2001-07,Anglo-Australian Telescope,1.20,-42.56321,270.20525,18.2704000
HD 27631 b,Radial Velocity,2012,2013-03,La Silla Observatory,0.94,-45.36507,246.32433,50.2862000
HD 27631 b,Radial Velocity,2012,2013-03,La Silla Observatory,0.94,-45.36507,246.32433,50.2862000
HD 27894 b,Radial Velocity,2005,2005-08,La Silla Observatory,0.80,-42.00943,270.09987,43.8214000
HD 27894 b,Radial Velocity,2005,2005-08,La Silla Observatory,,-42.00943,270.09987,43.8214000
HD 27894 b,Radial Velocity,2005,2005-08,La Silla Observatory,0.80,-42.00943,270.09987,43.8214000
HD 27894 c,Radial Velocity,2017,2017-06,La Silla Observatory,0.80,-42.00943,270.09987,43.8214000
HD 27894 d,Radial Velocity,2017,2017-06,La Silla Observatory,0.80,-42.00943,270.09987,43.8214000
HD 28185 b,Radial Velocity,2001,2001-12,La Silla Observatory,0.98,-36.93078,205.59383,39.3809000
HD 28185 b,Radial Velocity,2001,2001-12,La Silla Observatory,0.99,-36.93078,205.59383,39.3809000
HD 28185 b,Radial Velocity,2001,2001-12,La Silla Observatory,1.02,-36.93078,205.59383,39.3809000
HD 28185 b,Radial Velocity,2001,2001-12,La Silla Observatory,1.02,-36.93078,205.59383,39.3809000
HD 28185 b,Radial Velocity,2001,2001-12,La Silla Observatory,1.24,-36.93078,205.59383,39.3809000
HD 28254 b,Radial Velocity,2010,2010-11,La Silla Observatory,1.06,-43.59053,258.28249,55.2884000
HD 285507 b,Radial Velocity,2013,2014-05,Fred Lawrence Whipple Observatory,0.73,-26.33885,177.11309,45.0293000
HD 285507 b,Radial Velocity,2013,2014-05,Fred Lawrence Whipple Observatory,0.82,-26.33885,177.11309,45.0293000
HD 285968 b,Radial Velocity,2008,2009-01,La Silla Observatory,0.48,-17.42723,180.02116,9.4704500
HD 285968 b,Radial Velocity,2008,2009-01,La Silla Observatory,0.50,-17.42723,180.02116,9.4704500
HD 285968 b,Radial Velocity,2008,2009-01,La Silla Observatory,0.51,-17.42723,180.02116,9.4704500
HD 28678 b,Radial Velocity,2011,2011-12,W. M. Keck Observatory,1.53,-28.19798,190.82146,189.9080000
HD 28678 b,Radial Velocity,2011,2011-12,W. M. Keck Observatory,3.16,-28.19798,190.82146,189.9080000
HD 28678 b,Radial Velocity,2011,2011-12,W. M. Keck Observatory,1.74,-28.19798,190.82146,189.9080000
HD 29021 b,Radial Velocity,2017,2017-05,Haute-Provence Observatory,0.85,9.07206,147.39342,30.9939000
HD 290327 b,Radial Velocity,2009,2010-11,La Silla Observatory,0.84,-20.58136,204.61308,56.4330000
HD 290327 b,Radial Velocity,2009,2010-11,La Silla Observatory,0.90,-20.58136,204.61308,56.4330000
HD 2952 b,Radial Velocity,2013,2013-08,Okayama Astrophysical Observatory,1.97,-7.88298,120.28313,110.1030000
HD 2952 b,Radial Velocity,2013,2013-08,Okayama Astrophysical Observatory,2.54,-7.88298,120.28313,110.1030000
HD 30177 b,Radial Velocity,2002,2003-04,Anglo-Australian Telescope,1.05,-39.73385,267.36972,55.5867000
HD 30177 b,Radial Velocity,2002,2003-04,Anglo-Australian Telescope,0.98,-39.73385,267.36972,55.5867000
HD 30177 b,Radial Velocity,2002,2003-04,Anglo-Australian Telescope,0.93,-39.73385,267.36972,55.5867000
HD 30177 b,Radial Velocity,2002,2003-04,Anglo-Australian Telescope,0.99,-39.73385,267.36972,55.5867000
HD 30177 b,Radial Velocity,2002,2003-04,Anglo-Australian Telescope,0.95,-39.73385,267.36972,55.5867000
HD 30177 c,Radial Velocity,2016,2017-04,Multiple Observatories,0.99,-39.73385,267.36972,55.5867000
HD 30562 b,Radial Velocity,2009,2009-10,Lick Observatory,1.22,-29.82337,203.39812,26.1597000
HD 30562 b,Radial Velocity,2009,2009-10,Lick Observatory,1.12,-29.82337,203.39812,26.1597000
HD 30562 b,Radial Velocity,2009,2009-10,Lick Observatory,1.23,-29.82337,203.39812,26.1597000
HD 30669 b,Radial Velocity,2014,2015-04,La Silla Observatory,0.92,-38.10438,229.05935,58.0844000
HD 30856 b,Radial Velocity,2011,2011-12,W. M. Keck Observatory,1.35,-36.65384,224.27222,131.1990000
HD 30856 b,Radial Velocity,2011,2011-12,W. M. Keck Observatory,1.65,-36.65384,224.27222,131.1990000
HD 30856 b,Radial Velocity,2011,2011-12,W. M. Keck Observatory,1.17,-36.65384,224.27222,131.1990000
HD 31253 b,Radial Velocity,2010,2011-02,W. M. Keck Observatory,1.70,-19.04397,187.39250,58.1438000
HD 31253 b,Radial Velocity,2010,2011-02,W. M. Keck Observatory,1.33,-19.04397,187.39250,58.1438000
HD 31253 b,Radial Velocity,2010,2011-02,W. M. Keck Observatory,1.23,-19.04397,187.39250,58.1438000
HD 31527 b,Radial Velocity,2019,2019-02,La Silla Observatory,0.96,-35.15345,223.38845,38.4473000
HD 31527 c,Radial Velocity,2019,2019-02,La Silla Observatory,0.96,-35.15345,223.38845,38.4473000
HD 31527 d,Radial Velocity,2019,2019-02,La Silla Observatory,0.96,-35.15345,223.38845,38.4473000
HD 3167 b,Transit,2016,2016-09,K2,0.84,-58.24060,115.11108,47.2899000
HD 3167 b,Transit,2016,2016-09,K2,0.89,-58.24060,115.11108,47.2899000
HD 3167 b,Transit,2016,2016-09,K2,,-58.24060,115.11108,47.2899000
HD 3167 b,Transit,2016,2016-09,K2,0.88,-58.24060,115.11108,47.2899000
HD 3167 b,Transit,2016,2016-09,K2,0.88,-58.24060,115.11108,47.2899000
HD 3167 b,Transit,2016,2016-09,K2,0.94,-58.24060,115.11108,47.2899000
HD 3167 b,Transit,2016,2016-09,K2,,-58.24060,115.11108,47.2899000
HD 3167 b,Transit,2016,2016-09,K2,0.86,-58.24060,115.11108,47.2899000
HD 3167 c,Transit,2016,2016-09,K2,0.88,-58.24060,115.11108,47.2899000
HD 3167 c,Transit,2016,2016-09,K2,,-58.24060,115.11108,47.2899000
HD 3167 c,Transit,2016,2016-09,K2,0.88,-58.24060,115.11108,47.2899000
HD 3167 c,Transit,2016,2016-09,K2,0.94,-58.24060,115.11108,47.2899000
HD 3167 c,Transit,2016,2016-09,K2,0.89,-58.24060,115.11108,47.2899000
HD 3167 c,Transit,2016,2016-09,K2,0.86,-58.24060,115.11108,47.2899000
HD 3167 c,Transit,2016,2016-09,K2,,-58.24060,115.11108,47.2899000
HD 3167 c,Transit,2016,2016-09,K2,,-58.24060,115.11108,47.2899000
HD 3167 d,Transit,2017,2017-09,W. M. Keck Observatory,0.86,-58.24060,115.11108,47.2899000
HD 32518 b,Radial Velocity,2009,2009-10,Thueringer Landessternwarte Tautenburg,1.13,17.12156,142.12315,122.1150000
HD 32963 b,Radial Velocity,2015,2016-02,W. M. Keck Observatory,0.98,-8.39006,177.53178,38.0786000
HD 32963 b,Radial Velocity,2015,2016-02,W. M. Keck Observatory,0.94,-8.39006,177.53178,38.0786000
HD 330075 b,Radial Velocity,2004,2004-08,La Silla Observatory,0.70,3.37645,329.80573,45.2989000
HD 330075 b,Radial Velocity,2004,2004-08,La Silla Observatory,0.47,3.37645,329.80573,45.2989000
HD 331093 b,Radial Velocity,2021,2021-05,Haute-Provence Observatory,1.03,4.16881,66.66394,50.1928000
HD 33142 b,Radial Velocity,2011,2011-12,W. M. Keck Observatory,1.41,-29.22647,214.33741,121.3750000
HD 33142 b,Radial Velocity,2011,2011-12,W. M. Keck Observatory,1.48,-29.22647,214.33741,121.3750000
HD 33142 b,Radial Velocity,2011,2011-12,W. M. Keck Observatory,1.78,-29.22647,214.33741,121.3750000
HD 33142 c,Radial Velocity,2018,2016-04,W. M. Keck Observatory,1.62,-29.22647,214.33741,121.3750000
HD 332231 b,Transit,2020,2020-05,Transiting Exoplanet Survey Satellite (TESS),1.13,-2.65449,73.36636,80.6665000
HD 332231 b,Transit,2020,2020-05,Transiting Exoplanet Survey Satellite (TESS),,-2.65449,73.36636,80.6665000
HD 33283 b,Radial Velocity,2006,2006-08,W. M. Keck Observatory,1.24,-33.50524,228.49712,89.8623000
HD 33283 b,Radial Velocity,2006,2006-08,W. M. Keck Observatory,1.38,-33.50524,228.49712,89.8623000
HD 33283 b,Radial Velocity,2006,2006-08,W. M. Keck Observatory,1.47,-33.50524,228.49712,89.8623000
HD 33564 b,Radial Velocity,2005,2005-12,Haute-Provence Observatory,1.25,22.64801,133.73361,20.9531000
HD 33844 b,Radial Velocity,2015,2016-02,Anglo-Australian Telescope,1.84,-28.49413,215.89677,105.7790000
HD 33844 b,Radial Velocity,2015,2016-02,Anglo-Australian Telescope,1.78,-28.49413,215.89677,105.7790000
HD 33844 c,Radial Velocity,2015,2016-02,Anglo-Australian Telescope,1.78,-28.49413,215.89677,105.7790000
HD 34445 b,Radial Velocity,2009,2010-10,W. M. Keck Observatory,1.07,-17.02221,195.03880,46.0907000
HD 34445 b,Radial Velocity,2009,2010-10,W. M. Keck Observatory,1.07,-17.02221,195.03880,46.0907000
HD 34445 b,Radial Velocity,2009,2010-10,W. M. Keck Observatory,1.11,-17.02221,195.03880,46.0907000
HD 34445 b,Radial Velocity,2009,2010-10,W. M. Keck Observatory,1.14,-17.02221,195.03880,46.0907000
HD 34445 c,Radial Velocity,2017,2017-11,Multiple Observatories,1.07,-17.02221,195.03880,46.0907000
HD 34445 d,Radial Velocity,2017,2017-11,Multiple Observatories,1.07,-17.02221,195.03880,46.0907000
HD 34445 e,Radial Velocity,2017,2017-11,Multiple Observatories,1.07,-17.02221,195.03880,46.0907000
HD 34445 f,Radial Velocity,2017,2017-11,Multiple Observatories,1.07,-17.02221,195.03880,46.0907000
HD 34445 g,Radial Velocity,2017,2017-11,Multiple Observatories,1.07,-17.02221,195.03880,46.0907000
HD 35759 b,Radial Velocity,2016,2016-04,Haute-Provence Observatory,1.15,16.21302,148.03067,71.2423000
HD 3651 b,Radial Velocity,2003,2003-06,Multiple Observatories,0.80,-41.53458,119.16987,11.1336000
HD 3651 b,Radial Velocity,2003,2003-06,Multiple Observatories,0.88,-41.53458,119.16987,11.1336000
HD 3651 b,Radial Velocity,2003,2003-06,Multiple Observatories,0.89,-41.53458,119.16987,11.1336000
HD 3651 b,Radial Velocity,2003,2003-06,Multiple Observatories,0.90,-41.53458,119.16987,11.1336000
HD 3651 b,Radial Velocity,2003,2003-06,Multiple Observatories,0.90,-41.53458,119.16987,11.1336000
HD 37124 b,Radial Velocity,2002,2003-01,W. M. Keck Observatory,0.85,-5.97486,185.96381,31.6634000
HD 37124 b,Radial Velocity,2002,2003-01,W. M. Keck Observatory,0.78,-5.97486,185.96381,31.6634000
HD 37124 b,Radial Velocity,2002,2003-01,W. M. Keck Observatory,0.81,-5.97486,185.96381,31.6634000
HD 37124 b,Radial Velocity,2002,2003-01,W. M. Keck Observatory,0.91,-5.97486,185.96381,31.6634000
HD 37124 b,Radial Velocity,2002,2003-01,W. M. Keck Observatory,0.78,-5.97486,185.96381,31.6634000
HD 37124 c,Radial Velocity,2002,2003-01,W. M. Keck Observatory,0.81,-5.97486,185.96381,31.6634000
HD 37124 c,Radial Velocity,2002,2003-01,W. M. Keck Observatory,0.78,-5.97486,185.96381,31.6634000
HD 37124 c,Radial Velocity,2002,2003-01,W. M. Keck Observatory,0.85,-5.97486,185.96381,31.6634000
HD 37124 c,Radial Velocity,2002,2003-01,W. M. Keck Observatory,0.78,-5.97486,185.96381,31.6634000
HD 37124 c,Radial Velocity,2002,2003-01,W. M. Keck Observatory,0.91,-5.97486,185.96381,31.6634000
HD 37124 d,Radial Velocity,2005,2005-10,W. M. Keck Observatory,0.78,-5.97486,185.96381,31.6634000
HD 37124 d,Radial Velocity,2005,2005-10,W. M. Keck Observatory,0.85,-5.97486,185.96381,31.6634000
HD 37124 d,Radial Velocity,2005,2005-10,W. M. Keck Observatory,0.78,-5.97486,185.96381,31.6634000
HD 37124 d,Radial Velocity,2005,2005-10,W. M. Keck Observatory,0.81,-5.97486,185.96381,31.6634000
HD 37605 b,Radial Velocity,2004,2004-08,McDonald Observatory,0.92,-12.89566,199.10550,46.7864000
HD 37605 b,Radial Velocity,2004,2004-08,McDonald Observatory,1.00,-12.89566,199.10550,46.7864000
HD 37605 b,Radial Velocity,2004,2004-08,McDonald Observatory,0.94,-12.89566,199.10550,46.7864000
HD 37605 b,Radial Velocity,2004,2004-08,McDonald Observatory,,-12.89566,199.10550,46.7864000
HD 37605 b,Radial Velocity,2004,2004-08,McDonald Observatory,0.92,-12.89566,199.10550,46.7864000
HD 37605 b,Radial Velocity,2004,2004-08,McDonald Observatory,0.68,-12.89566,199.10550,46.7864000
HD 37605 c,Radial Velocity,2012,2012-12,Multiple Observatories,1.00,-12.89566,199.10550,46.7864000
HD 37605 c,Radial Velocity,2012,2012-12,Multiple Observatories,1.00,-12.89566,199.10550,46.7864000
HD 37605 c,Radial Velocity,2012,2012-12,Multiple Observatories,0.94,-12.89566,199.10550,46.7864000
HD 3765 b,Radial Velocity,2021,2021-05,Multiple Observatories,0.85,-22.64223,120.73677,17.9260000
HD 38283 b,Radial Velocity,2010,2011-05,Anglo-Australian Telescope,1.37,-31.15296,284.82220,38.0615000
HD 38283 b,Radial Velocity,2010,2011-05,Anglo-Australian Telescope,1.08,-31.15296,284.82220,38.0615000
HD 38529 b,Radial Velocity,2000,2001-04,Multiple Observatories,1.53,-13.83753,204.31771,42.3538000
HD 38529 b,Radial Velocity,2000,2001-04,Multiple Observatories,1.41,-13.83753,204.31771,42.3538000
HD 38529 b,Radial Velocity,2000,2001-04,Multiple Observatories,1.48,-13.83753,204.31771,42.3538000
HD 38529 b,Radial Velocity,2000,2001-04,Multiple Observatories,0.98,-13.83753,204.31771,42.3538000
HD 38529 b,Radial Velocity,2000,2001-04,Multiple Observatories,0.98,-13.83753,204.31771,42.3538000
HD 38529 b,Radial Velocity,2000,2001-04,Multiple Observatories,1.39,-13.83753,204.31771,42.3538000
HD 38529 c,Radial Velocity,2000,2001-04,Multiple Observatories,1.48,-13.83753,204.31771,42.3538000
HD 38529 c,Radial Velocity,2000,2001-04,Multiple Observatories,0.98,-13.83753,204.31771,42.3538000
HD 38529 c,Radial Velocity,2000,2001-04,Multiple Observatories,1.34,-13.83753,204.31771,42.3538000
HD 38529 c,Radial Velocity,2000,2001-04,Multiple Observatories,0.98,-13.83753,204.31771,42.3538000
HD 38529 c,Radial Velocity,2000,2001-04,Multiple Observatories,1.41,-13.83753,204.31771,42.3538000
HD 38529 c,Radial Velocity,2000,2001-04,Multiple Observatories,1.53,-13.83753,204.31771,42.3538000
HD 38801 b,Radial Velocity,2009,2010-05,Subaru Telescope,1.36,-17.86346,213.26791,91.4349000
HD 38801 b,Radial Velocity,2009,2010-05,Subaru Telescope,1.21,-17.86346,213.26791,91.4349000
HD 38801 b,Radial Velocity,2009,2010-05,Subaru Telescope,1.29,-17.86346,213.26791,91.4349000
HD 38801 b,Radial Velocity,2009,2010-05,Subaru Telescope,1.64,-17.86346,213.26791,91.4349000
HD 38801 b,Radial Velocity,2009,2010-05,Subaru Telescope,1.29,-17.86346,213.26791,91.4349000
HD 39091 b,Radial Velocity,2001,2002-07,Anglo-Australian Telescope,1.09,-29.77608,292.50808,18.2702000
HD 39091 b,Radial Velocity,2001,2002-07,Anglo-Australian Telescope,1.10,-29.77608,292.50808,18.2702000
HD 39091 b,Radial Velocity,2001,2002-07,Anglo-Australian Telescope,1.02,-29.77608,292.50808,18.2702000
HD 39091 b,Radial Velocity,2001,2002-07,Anglo-Australian Telescope,1.09,-29.77608,292.50808,18.2702000
HD 39091 b,Radial Velocity,2001,2002-07,Anglo-Australian Telescope,1.10,-29.77608,292.50808,18.2702000
HD 39855 b,Radial Velocity,2019,2019-06,Las Campanas Observatory,0.87,-21.08506,224.96554,23.2599000
HD 40307 b,Radial Velocity,2009,2009-01,La Silla Observatory,0.77,-30.34064,268.81455,12.9363000
HD 40307 b,Radial Velocity,2009,2009-01,La Silla Observatory,0.77,-30.34064,268.81455,12.9363000
HD 40307 b,Radial Velocity,2009,2009-01,La Silla Observatory,0.79,-30.34064,268.81455,12.9363000
HD 40307 c,Radial Velocity,2009,2009-01,La Silla Observatory,0.77,-30.34064,268.81455,12.9363000
HD 40307 c,Radial Velocity,2009,2009-01,La Silla Observatory,0.79,-30.34064,268.81455,12.9363000
HD 40307 c,Radial Velocity,2009,2009-01,La Silla Observatory,0.77,-30.34064,268.81455,12.9363000
HD 40307 d,Radial Velocity,2009,2009-01,La Silla Observatory,0.77,-30.34064,268.81455,12.9363000
HD 40307 d,Radial Velocity,2009,2009-01,La Silla Observatory,0.79,-30.34064,268.81455,12.9363000
HD 40307 d,Radial Velocity,2009,2009-01,La Silla Observatory,0.77,-30.34064,268.81455,12.9363000
HD 40307 f,Radial Velocity,2013,2013-01,La Silla Observatory,0.77,-30.34064,268.81455,12.9363000
HD 40307 f,Radial Velocity,2013,2013-01,La Silla Observatory,0.79,-30.34064,268.81455,12.9363000
HD 40307 f,Radial Velocity,2013,2013-01,La Silla Observatory,0.77,-30.34064,268.81455,12.9363000
HD 40307 g,Radial Velocity,2013,2013-01,La Silla Observatory,0.79,-30.34064,268.81455,12.9363000
HD 40307 g,Radial Velocity,2013,2013-01,La Silla Observatory,0.77,-30.34064,268.81455,12.9363000
HD 40956 b,Radial Velocity,2017,2018-02,Multiple Observatories,2.00,19.30989,150.61272,116.5930000
HD 40979 b,Radial Velocity,2002,2003-04,Multiple Observatories,1.45,10.87165,168.49578,34.0883000
HD 40979 b,Radial Velocity,2002,2003-04,Multiple Observatories,1.16,10.87165,168.49578,34.0883000
HD 40979 b,Radial Velocity,2002,2003-04,Multiple Observatories,1.15,10.87165,168.49578,34.0883000
HD 40979 b,Radial Velocity,2002,2003-04,Multiple Observatories,1.23,10.87165,168.49578,34.0883000
HD 41004 A b,Radial Velocity,2004,2004-11,La Silla Observatory,,-28.19633,255.48818,36.6911700
HD 41004 B b,Radial Velocity,2003,2003-06,La Silla Observatory,0.40,-28.19634,255.48817,41.5504000
HD 41004 B b,Radial Velocity,2003,2003-06,La Silla Observatory,,-28.19634,255.48817,41.5504000
HD 4113 b,Radial Velocity,2007,2008-03,La Silla Observatory,0.99,-79.00849,311.46398,41.8727000
HD 42012 b,Radial Velocity,2017,2017-05,Haute-Provence Observatory,0.83,7.07762,178.06148,36.7984000
HD 4203 b,Radial Velocity,2001,2002-03,W. M. Keck Observatory,1.25,-42.39530,120.79104,81.3795000
HD 4203 b,Radial Velocity,2001,2002-03,W. M. Keck Observatory,0.99,-42.39530,120.79104,81.3795000
HD 4203 b,Radial Velocity,2001,2002-03,W. M. Keck Observatory,1.14,-42.39530,120.79104,81.3795000
HD 4203 b,Radial Velocity,2001,2002-03,W. M. Keck Observatory,1.06,-42.39530,120.79104,81.3795000
HD 4203 b,Radial Velocity,2001,2002-03,W. M. Keck Observatory,1.13,-42.39530,120.79104,81.3795000
HD 4203 c,Radial Velocity,2014,2014-04,Gemini Observatory,1.13,-42.39530,120.79104,81.3795000
HD 4203 c,Radial Velocity,2014,2014-04,Gemini Observatory,1.14,-42.39530,120.79104,81.3795000
HD 4203 c,Radial Velocity,2014,2014-04,Gemini Observatory,0.99,-42.39530,120.79104,81.3795000
HD 4208 b,Radial Velocity,2001,2002-03,W. M. Keck Observatory,0.87,-88.32478,54.00797,34.1937000
HD 4208 b,Radial Velocity,2001,2002-03,W. M. Keck Observatory,0.90,-88.32478,54.00797,34.1937000
HD 4208 b,Radial Velocity,2001,2002-03,W. M. Keck Observatory,0.85,-88.32478,54.00797,34.1937000
HD 4208 b,Radial Velocity,2001,2002-03,W. M. Keck Observatory,0.88,-88.32478,54.00797,34.1937000
HD 4208 b,Radial Velocity,2001,2002-03,W. M. Keck Observatory,0.93,-88.32478,54.00797,34.1937000
HD 42618 b,Radial Velocity,2016,2016-10,Multiple Observatories,0.92,-5.59129,202.35935,24.3358000
HD 42618 b,Radial Velocity,2016,2016-10,Multiple Observatories,1.01,-5.59129,202.35935,24.3358000
HD 4308 b,Radial Velocity,2005,2006-02,La Silla Observatory,0.83,-51.46078,304.05288,22.0158000
HD 4308 b,Radial Velocity,2005,2006-02,La Silla Observatory,0.93,-51.46078,304.05288,22.0158000
HD 4313 b,Radial Velocity,2009,2010-05,W. M. Keck Observatory,2.47,-54.99882,120.44208,136.3080000
HD 4313 b,Radial Velocity,2009,2010-05,W. M. Keck Observatory,1.72,-54.99882,120.44208,136.3080000
HD 4313 b,Radial Velocity,2009,2010-05,W. M. Keck Observatory,1.63,-54.99882,120.44208,136.3080000
HD 43197 b,Radial Velocity,2010,2010-11,La Silla Observatory,0.96,-20.73806,236.81489,62.4112000
HD 43691 b,Radial Velocity,2007,2007-10,Haute-Provence Observatory,1.32,11.93271,172.64968,85.6009000
HD 43691 b,Radial Velocity,2007,2007-10,Haute-Provence Observatory,1.38,11.93271,172.64968,85.6009000
HD 44219 b,Radial Velocity,2010,2010-11,La Silla Observatory,1.00,-11.74314,219.07812,52.9051000
HD 45184 b,Radial Velocity,2019,2019-02,La Silla Observatory,1.01,-18.07374,236.62565,21.9532000
HD 45184 b,Radial Velocity,2019,2019-02,La Silla Observatory,1.03,-18.07374,236.62565,21.9532000
HD 45184 c,Radial Velocity,2019,2019-02,La Silla Observatory,1.03,-18.07374,236.62565,21.9532000
HD 45184 c,Radial Velocity,2019,2019-02,La Silla Observatory,1.01,-18.07374,236.62565,21.9532000
HD 45350 b,Radial Velocity,2004,2005-01,W. M. Keck Observatory,1.05,12.61321,175.38806,46.8733000
HD 45350 b,Radial Velocity,2004,2005-01,W. M. Keck Observatory,0.98,12.61321,175.38806,46.8733000
HD 45350 b,Radial Velocity,2004,2005-01,W. M. Keck Observatory,1.02,12.61321,175.38806,46.8733000
HD 45350 b,Radial Velocity,2004,2005-01,W. M. Keck Observatory,1.02,12.61321,175.38806,46.8733000
HD 45364 b,Radial Velocity,2008,2009-03,La Silla Observatory,0.82,-18.86685,239.35512,34.3540000
HD 45364 c,Radial Velocity,2008,2009-03,La Silla Observatory,0.82,-18.86685,239.35512,34.3540000
HD 45652 b,Radial Velocity,2008,2008-08,Haute-Provence Observatory,0.83,0.11002,200.68451,34.8541000
